sample,D,k
0.0,0.15,0.9687836928041448
1.0,0.25,0.9687836928041448
2.0,0.25,0.9687836928041448
3.0,0.5,0.9687836928041448
4.0,0.15,0.9687836928041448
5.0,0.1,0.9687836928041448
6.0,0.001,0.9687836928041448
7.0,0.05,0.9687836928041448
8.0,0.1,0.9687836928041448
9.0,0.15,0.9687836928041448
10.0,0.5,0.9687836928041448
11.0,0.05,0.9687836928041448
12.0,0.25,0.9687836928041448
13.0,0.05,0.9687836928041448
14.0,0.15,0.9687836928041448
15.0,0.1,0.9687836928041448
16.0,0.1,0.9687836928041448
17.0,0.15,0.9687836928041448
18.0,0.15,0.9687836928041448
19.0,0.001,0.9687836928041448
20.0,0.25,0.9687836928041448
21.0,0.25,0.9687836928041448
22.0,0.15,0.9687836928041448
23.0,0.5,0.9687836928041448
24.0,0.5,0.9687836928041448
25.0,0.05,0.9687836928041448
26.0,0.1,0.9687836928041448
27.0,0.5,0.9687836928041448
28.0,0.35,0.9687836928041448
29.0,0.1,0.9687836928041448
30.0,0.1,0.9687836928041448
31.0,0.05,0.9687836928041448
32.0,0.001,0.9687836928041448
33.0,0.05,0.9687836928041448
34.0,0.5,0.9687836928041448
35.0,0.1,0.9687836928041448
36.0,0.05,0.9687836928041448
37.0,0.15,0.9687836928041448
38.0,0.001,0.9687836928041448
39.0,0.25,0.9687836928041448
40.0,0.05,0.9687836928041448
41.0,0.35,0.9687836928041448
42.0,0.01,0.9687836928041448
43.0,0.005,0.9687836928041448
44.0,0.05,0.9687836928041448
45.0,0.001,0.9687836928041448
46.0,0.001,0.9687836928041448
47.0,0.25,0.9687836928041448
48.0,0.15,0.9687836928041448
49.0,0.001,0.9687836928041448
